RespondentID,Q1-Location,Q2-Age,Q3-Gender,Q4-BikeOwner,Q5-StartedCycling,Q6-WhenStarted,Q8-SuperhighwayUsed,Q9-SuperhighwayFrequency,Q10-Width,Q10-Surface,Q10-Signs,Q10-Parking,Q11-SuperhighwayComments,Q12-SuperhighwayRespect,Q13-SuperhighwaySafety,Q14-SuperhighwaySuggestions,Q15-SuperhighwayReason,Q16-HireRegistration,Q17-HireRegistration,Q17-FindingStation,Q17-BikeAvailability,Q17-Unlocking,Q17-Bike,Q17-Returning,Q17-Payment,Q17-Value,Q18-HireComments,Q19-Frequency,Q20-Reason,Q20-ReasonOther,Q21-Duration,Q22-SupportCentre,Q23-Problem,Q24-SupportExperience,Q25-SupportComments,Q26-Improvements,Q27-Reason
1185603502,Lambeth,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,good,good,very good,,Too many vehicles parked in the lanes.,No,No,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,Have my own bike but will try it once it becomes general usage and not pre-registered.
1185600574,Kensington and Chelsea,30-39,Female,Yes,"No, I already cycled",Longer,,,,,,,,,,,It's not near my home or work or other places in central london where I cycle the most,Yes,very good,fair,bad,good,good,bad,good,very good,"Everytime I want to cycle back from anywhere near Central London (i.e. Covent Garden) in the evening, it always takes me up to 40 minutes to find any dock with bicycles available. The inverse thing happens when I arrive at my docking station (Gloucester Road) there are never spaces available to dock the bicycle. When the scheme started I use to see  personel from TFL moving the bikes, that doesn't happen anymore. Also I don't understand why am I never able to unlock the last one or two bicycles available in a docking station, never!!! really wonder. Otherwise everything else is fine with the service",Several times a week,A combination of the above,,Less than 30 mins,Yes,"As mentioned above, I've never been able to unlock the last one or two bicycles available in a docking station, never!! I have tried to call the support centre and got not answer never.",Poor,I have never been able to get a response,More monitoring to have fair distribution of bycicles in central london especially in the evening.,
1185585684,,30-39,Male,No,"Yes, because of the Cycle Hire Scheme",,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,good,good,good,good,,No,No,,,Yes,very good,very good,very good,very good,very good,very good,bad,very good,,Several times a week,A combination of the above,,Less than 30 mins,Yes,Incorrect Billing,Good,,Need to expand the scheme into Zone 2,
1185569375,Wandsworth,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Occasionally,good,fair,good,fair,,No,Yes,,,Yes,good,fair,fair,good,good,good,good,good,Often can't fine a free docking point to return the bike & end up a long way from destination.,Several times a week,A combination of the above,all of the above,Less than 30 mins,Yes,Couldn't find a free docking point & terminal wasn't working to get extra time to get to next one,Fair,,,
1185530398,Barnet,40-49,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,Not near where I am and generally find cycle lanes dangerous and other cyclists forget aboout the traffic and follow the line blindly,Yes,very bad,good,very bad,very good,very good,very good,very good,fair,Glad most of the troubles with keys are fixed (for me anyway) and look forward to the balance of bikes making it a reliable way to get around.,Once a week,A combination of the above,As a nicer way to get around than bus or tube,Less than 30 mins,Yes,"Lots, keys/docking stations didnt work",Fair,Nice people but unable to solve any real problems,Need a place or way of giving a bike back when there are no docking stations with spaces in the vicinity. Also would be nice to release my key when the bike is back and your system says not,The rest of my family and friends refuse to use it because they see the time it wastes me
1185502224,,50+,Male,No,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,There has not been one where I want to go,Yes,very good,very good,fair,fair,good,very good,very good,very good,Sometimes whole racks of bikes give you red lights. Also poor availability after 5.30 pm,Several times a week,A combination of the above,"sometimes walking, sometimes taxi",Less than 30 mins,Yes,"Non availability of bikes or docking stations, docking stations showing red lights on all bikes there",Poor,"Quite a delay, then not answered by someone with knowledge - all she did (each time) was take messages to pass on.   When you email, it alsways bounces back",1.Emails shd get through and not counce back  2.Call Centre should work properly  3. Better management of bikes to cope with tidal flows.   4. Fewer occasions when bikes give red lights.,
1185495950,Southwark,30-39,Female,Yes,"Yes, because of the Cycle Hire Scheme",,"Superhighway 7, Merton to the City via A24-A3",Occasionally,bad,fair,bad,bad,,No,No,"near useless - lots of parts where it fizzles out, lots of parked cars and vans, lots of stationary traffic in them, if they are to be useful then they need to be like bus lanes ie enforcement of not using them by cars and vans",,Yes,bad,fair,fair,bad,good,fair,good,fair,having a recurring problem with a faulty key,Occasionally,Instead of taking the Tube,,Less than 30 mins,Yes,"auto-renew feature not set up properly, bike key faulty (repeatedly)",Poor,"Took a long time to get through, they could not resolve the problem the first few times","More staff, shouldn't have started the scheme until it was properly ready to start",
1185489942,,30-39,Male,No,"No, I already cycled",Longer,,,,,,,,,,,,Yes,good,fair,fair,fair,good,good,good,very good,The bikes seem very safe.  Need more docking stations in more locations,Several times a week,Instead of riding my own bike,My own bike was stolen by a bastard.,Less than 30 mins,No,,,,Good scheme. Well done,
1185489822,Croydon,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Occasionally,fair,good,fair,bad,,No,No,,,"No (if no, go straight to question 12)",very bad,,,,,,,,,,,,,,,,,,
1185474179,Limehouse,30-39,Female,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Several times a week,very good,very good,bad,bad,,Yes,Yes,"Need additional signage at junctions where cars cross the superhighway - nobody seems to know who has right of way. Also, while the upgraded route has hugely increased the number of cyclists, the traffic lights have not been adjusted to allow them more time to get through. There are usually more bikes than cars or pedetrians, but cars and pedestrians get the most amount of time to cross. Its just not sensible.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bicycle
1185473709,Haringey,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Occasionally,very good,very good,good,fair,,Yes,Yes,,,Yes,fair,fair,good,very good,fair,very good,good,very good,,Occasionally,A combination of the above,"Specify what, some journeys I would previously walk because bus/tube options are poor I can now cycle if I do not have my bike with me. Some bus journeys I now cycle as this will almost always be quicker within the hire zone and likewise the tube.",Less than 30 mins,No,,,,,
1185443040,Camden,18-29,Male,Yes,"No, I already cycled",6 months ago,"Superhighway 3, Barking to Tower Gateway via the A13",Several times a week,good,very good,fair,fair,"The superhighway I use is segregated from road traffic very well. Unfortunately, local residents appear to leave broken glass on the lane, quite often. Further, there are a number of very narrow parts of the cycle superhighway that make it difficult for the volume of traffic at rush hour. Also, the priority on some streets is still given to the turning cars. A segregated way means that the cycles have the right of way. I only use the section of Tower Hill to Canary Wharf.",Yes,Yes,"Encourage Bike Friendly cafe's along the route (particularly the Tower Hill to Canary Wharf route). It is an economically depressed area, and you have people commuting to the financial services in CW. The cafe 'look mom no hands' is a perfect example of this.     Cyclists jump the lights all the time on the superhighway. I don't support it, but people do and you end up with a number of sticky situations. Different timing of the lights or 'cautious progression' during the pedestrian phase may help.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"I own two bikes. I have been interested in using the Higher Scheme when friends are in town, but you have not enabled the pay as you go feature yet."
1185121416,wandsworth,50+,Male,No,,,,,,,,,,,,,I dont actually cycle at all. Im an observer of cycling and photographer,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,"I have seen a lot of Barclays bikes not in use, in the stands, in the morning, in W1",I dont cycle
1185039399,Hertfordshire,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Several times a week,fair,very good,fair,fair,I find the occasional use of bollards more dangerous than useful - having caught handlebars/fingers on them.,Yes,Yes,"As a regular driver I find the markings on the ground logical, but many riders clearly don't. At pedestrian crossings and for the road turnings where cyclists do not have right of way it would be worth adding markings or signage to make this more obvious.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"I work in Canary Wharf, so cannot park or collect a bike near where I work. I also have a quality folding bike, so am not sure I would want to swap."
1184785961,,30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,"I don't live anywhere near one, and haven't had occasion to go anywhere on a superhighway.","No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I own my bike
1184761786,,40-49,,Yes,"No, I already cycled",Longer,,,,,,,,,,,never needed those routes,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,My credit card address is in Yorks - so tricky to get back to pick up the access key
1184590907,Kingston-upon-thames,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Only tried it once,fair,bad,bad,bad,"Encouraging a congolmerate of cyclists onto single routes seems to be creating more problems as cars don't respect the lanes, and even more so, allow little if any space for differentials in speed between cyclists.  To overtake a slower cyclist, you're forced well into the road against cars that already don't want you there.  And it's encouraging far more slower cyclists, hence increasing the risk.",No,No,"No improvements, other than make them wider and potentially incorporate an overtaking option.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bike and commute about 18 miles each way.  The cycle hire scheme is not practical for me.
1184538450,,18-29,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,nowhere near my route,Yes,good,good,good,good,good,good,fair,very good,,Once a week,A combination of the above,When I would otherwise have to park my bike in town for a long time (i.e overnight if going out clubbing),Less than 30 mins,No,,,,,
1184480113,,50+,Male,Yes,"No, I already cycled",Longer,Both,Several times a week,fair,very good,good,very bad,"At some places they are too narrow for the volume of cyclists, eg.   Cable Street with two way cycle flows and Southbound onto Southwark bridge from the City",Yes,No,More priority at the big junctions and in timings of traffic lights.,,Yes,fair,good,good,good,good,fair,very bad,bad,"I got stung by ordering two keys, even though section 11 of terms and conditions say charging is 'per user' that is not true.   It took 5 emails and three long phone calls to get some compensation.    The design of the accounting process is flawed, not allowing 'per user' charging.",Once a fortnight,A combination of the above,"Instead of using my own bike, or bus, or tube or walking",Less than 30 mins,Yes,Over charging and phantom charging,Very poor,Complaints using the web based form or email were not acknowledged or replied to.    After 2nd phone call re-imbursement was promised but never happened.,"Allow multiple user accounting for the same person, family or company.",
